horizon_steps,horizon_label,fold_id,model,n_test_rows,mae_norm,rmse_norm,bias_norm,mae_kw_250,rmse_kw_250,bias_kw_250,persistence_mae_norm,persistence_rmse_norm,persistence_mae_kw_250,persistence_rmse_kw_250,mae_skill_vs_persistence,rmse_skill_vs_persistence
2,1 h,3,Ridge,652,0.022945492460940558,0.03422969457243273,-0.007246229458937037,5.73637311523514,8.557423643108184,-1.8115573647342589,0.018230346744676513,0.03705595059251666,4.557586686169127,9.263987648129163,-0.2586426787324232,0.07626996406495323
2,1 h,3,RollingMean,652,0.018972184327528275,0.034468542345205994,-0.001122532366783838,4.743046081882068,8.617135586301497,-0.28063309169595946,0.018230346744676513,0.03705595059251666,4.557586686169127,9.263987648129163,-0.04069245600434823,0.06982436574797202
2,1 h,4,Persistence,688,0.009629408020234306,0.020151271113029064,-0.00029157233375017575,2.407352005058577,5.037817778257266,-0.07289308343754393,0.009629408020234306,0.020151271113029064,2.407352005058577,5.037817778257266,0.0,0.0
2,1 h,4,RandomForest,688,0.028758549995139205,0.0436624113695507,-0.020406592479748933,7.1896374987847995,10.915602842387676,-5.101648119937233,0.009629408020234306,0.020151271113029064,2.407352005058577,5.037817778257266,-1.9865335371300885,-1.166732367633137
2,1 h,4,Ridge,688,0.014363866889023046,0.020739505337093633,-0.007244358458212746,3.5909667222557613,5.184876334273408,-1.811089614553186,0.009629408020234306,0.020151271113029064,2.407352005058577,5.037817778257266,-0.49166665893066375,-0.02919092402484913
2,1 h,4,RollingMean,688,0.010477890528882932,0.02020081410334693,-0.0006878563230747185,2.6194726322207327,5.050203525836732,-0.17196408076867958,0.009629408020234306,0.020151271113029064,2.407352005058577,5.037817778257266,-0.08811367291381855,-0.0024585541050972104
2,1 h,5,Persistence,724,0.010202086210752165,0.018771653602443147,0.00015291970134603578,2.5505215526880414,4.692913400610787,0.03822992533650892,0.010202086210752165,0.018771653602443147,2.5505215526880414,4.692913400610787,0.0,0.0
2,1 h,5,RandomForest,724,0.018006380945024613,0.03078453692174324,-0.00780223799570741,4.501595236256152,7.69613423043581,-1.950559498926852,0.010202086210752165,0.018771653602443147,2.5505215526880414,4.692913400610787,-0.7649704749649497,-0.6399480607151522
2,1 h,5,Ridge,724,0.013757820796508427,0.01995110881997374,-0.0047312220428049855,3.439455199127107,4.987777204993435,-1.182805510701246,0.010202086210752165,0.018771653602443147,2.5505215526880414,4.692913400610787,-0.34853014494317924,-0.06283171650776076
2,1 h,5,RollingMean,724,0.011455265597742759,0.0201456214435633,0.000243784351290951,2.8638163994356893,5.036405360890825,0.06094608782273776,0.010202086210752165,0.018771653602443147,2.5505215526880414,4.692913400610787,-0.12283560059214604,-0.07319375640627257
4,2 h,1,Persistence,568,0.02777914437767273,0.045940314360057306,0.001710402159761139,6.944786094418181,11.485078590014325,0.4276005399402847,0.02777914437767273,0.045940314360057306,6.944786094418181,11.485078590014325,0.0,0.0
4,2 h,1,RandomForest,568,0.03379501294925554,0.048824538921859395,-0.004459731268430543,8.448753237313886,12.206134730464846,-1.1149328171076356,0.02777914437767273,0.045940314360057306,6.944786094418181,11.485078590014325,-0.21656061431532136,-0.06278199446344601
4,2 h,1,Ridge,568,0.03257314885740754,0.0469266000213572,-0.0016123063912095897,8.143287214351883,11.7316500053393,-0.4030765978023977,0.02777914437767273,0.045940314360057306,6.944786094418181,11.485078590014325,-0.1725756709622761,-0.021468848766899473
4,2 h,1,RollingMean,568,0.03104540355792435,0.04781794465370211,0.0023680016704469404,7.761350889481088,11.954486163425527,0.592000417611735,0.02777914437767273,0.045940314360057306,6.944786094418181,11.485078590014325,-0.11757954585803776,-0.04087108065758693
4,2 h,2,Persistence,604,0.02676139105397995,0.04618241574560221,-0.0014336402633959465,6.690347763494988,11.545603936400552,-0.35841006584898655,0.02676139105397995,0.04618241574560221,6.690347763494988,11.545603936400552,0.0,0.0
