interval_method,interval_level,interval_level_pct,model,horizon_steps,horizon_hours,horizon_label,folds,mean_coverage,std_coverage,mean_coverage_error,mean_width_norm,median_width_norm,mean_width_kw_250,median_width_kw_250,mean_interval_score_norm
KDEResidual_ModelHorizon,0.9,90,Persistence,2,1.0,1 h,5,0.9142997757942812,0.0748058667966861,0.014299775794281233,0.09727679748371826,0.10201098283638943,24.319199370929564,25.50274570909736,0.17917040364967035
KDEResidual_ModelHorizon,0.9,90,Persistence,4,2.0,2 h,5,0.9132966166128375,0.07136970672770869,0.01329661661283752,0.10644946345065147,0.10973863141110889,26.61236586266287,27.434657852777224,0.1797811742436202
KDEResidual_ModelHorizon,0.9,90,Persistence,8,4.0,4 h,5,0.9067268422790977,0.07406679374671854,0.0067268422790976775,0.12680578375752027,0.12516062769685793,31.70144593938007,31.29015692421448,0.20917907031085528
KDEResidual_ModelHorizon,0.9,90,RandomForest,1,0.5,30 min,5,0.8309612601998531,0.10979604892358465,-0.0690387398001469,0.09819675085841377,0.10569078203449436,24.54918771460344,26.422695508623594,0.1984533181856916
KDEResidual_ModelHorizon,0.9,90,RandomForest,2,1.0,1 h,5,0.8177724976492069,0.09516598214567365,-0.08222750235079315,0.10604744287043137,0.11386583412601362,26.51186071760784,28.4664585315034,0.22714214911597147
KDEResidual_ModelHorizon,0.9,90,RandomForest,4,2.0,2 h,5,0.8078059482987759,0.10669943192742455,-0.09219405170122404,0.11563038075834917,0.12510866983428454,28.90759518958729,31.27716745857113,0.2875955620662932
KDEResidual_ModelHorizon,0.9,90,RandomForest,8,4.0,4 h,5,0.784012211238396,0.08443161638273852,-0.11598778876160395,0.14532594497843626,0.1494084098736963,36.33148624460905,37.35210246842407,0.760818341433253
KDEResidual_ModelHorizon,0.9,90,Ridge,1,0.5,30 min,5,0.9037130285465734,0.080066233757238,0.003713028546573449,0.09344835528257193,0.09871839872724669,23.362088820642985,24.679599681811673,0.15388082878641773
KDEResidual_ModelHorizon,0.9,90,Ridge,2,1.0,1 h,5,0.9015713419607361,0.08241881783038231,0.0015713419607360723,0.099860082560764,0.10542009782509854,24.965020640191003,26.355024456274634,0.16284307477357646
KDEResidual_ModelHorizon,0.9,90,Ridge,4,2.0,2 h,5,0.8921397205437819,0.09898657679043056,-0.007860279456218233,0.1152171799681722,0.1193188174340624,28.804294992043054,29.829704358515603,0.18734729008315165
