scenario,scenario_name,fold_id,segment_id,start_time,end_time,n_samples,duration_days,soc_min,soc_max,throughput_kwh,final_equivalent_full_cycles,mean_charge_c_rate_proxy,p95_charge_c_rate_proxy,mean_discharge_c_rate_proxy,p95_discharge_c_rate_proxy,max_abs_power_tracking_error_kw,max_temperature_model_c,final_soh_Q,final_soh_R,soc_range,throughput_kwh_per_day,equivalent_full_cycles_per_day,delta_soh_Q,delta_soh_R,delta_soh_Q_per_day,delta_soh_R_per_day
B,Observed-power smoothing,2,h1_fold2_seg6,2025-06-08 22:30:00,2025-06-09 13:00:00,30,0.625,0.39281849653231815,0.6110200303321943,46.024766132238184,0.2092034824192645,0.009260906972939029,0.04730573293196243,0.018632890682962706,0.0572307142813179,1.7319479184152442e-13,25.039694074725883,0.9979989112884579,1.0000301395217417,0.21820153379987617,73.6396258115811,0.3347255718708232,0.0020010887115421427,3.013952174168999e-05,0.0032017419384674285,4.8223234786703983e-05
B,Observed-power smoothing,2,h1_fold2_seg7,2025-06-10 02:30:00,2025-06-12 16:30:00,125,2.6041666666666665,0.46610203796020916,0.5332769248848968,26.259503075140366,0.11936137761427437,0.0022442487068979407,0.009117952575644982,0.0015753153767589182,0.005753743160762727,1.8187534811531236e-13,25.033660152852523,0.9963365485948482,1.000120085133985,0.0671748869246876,10.0836491808539,0.045834769003881365,0.0036634514051517852,0.0001200851339850928,0.0014067653395782856,4.611269145027564e-05
B,Observed-power smoothing,2,h1_fold2_seg8,2025-06-13 06:00:00,2025-06-13 12:00:00,13,0.2708333333333333,0.4299938893171453,0.5625803545450132,45.39536498495173,0.20634256811341697,0.03302701201501692,0.13004563324607882,0.030463008942957462,0.1296531949519676,1.532107773982716e-13,25.102741975178827,0.9985675031532584,1.0000140878354427,0.13258646522786793,167.61365532905256,0.7618802514956935,0.0014324968467416266,1.408783544265546e-05,0.0052892191264306216,5.2016623172881704e-05
B,Observed-power smoothing,3,h1_fold3_seg1,2025-06-01 23:30:00,2025-06-02 13:00:00,28,0.5833333333333334,0.36713094563958387,0.6234085284391572,187.67382843080657,0.8530628565036662,0.06125026465890735,0.23829072041519087,0.06061585769875917,0.2236510169904705,1.5276668818842154e-13,25.21089980586517,0.9976695842814972,1.0000345634471683,0.2562775827995733,321.7265630242398,1.462393468291999,0.0023304157185027874,3.456344716834536e-05,0.0039949983745762065,5.9251623717163474e-05
B,Observed-power smoothing,3,h1_fold3_seg2,2025-06-03 02:30:00,2025-06-06 13:00:00,166,3.4583333333333335,0.2313789572041948,0.7786350374256485,398.0846054181416,1.8094754791733714,0.02085330127001522,0.1201279943963012,0.02274851750524676,0.10665569490664445,1.9051427102567686e-13,25.16608741667238,0.9950630174582941,1.0001669928296175,0.5472560802214538,115.10880156669155,0.5232218253031435,0.0049369825417059365,0.00016699282961751827,0.001427561216878825,4.828708326289685e-05
B,Observed-power smoothing,3,h1_fold3_seg3,2025-06-07 02:30:00,2025-06-08 04:00:00,52,1.0833333333333333,0.4431218708282502,0.5584901417326179,51.231396836719746,0.2328699856214534,0.008554669883646702,0.03211990379122354,0.009358405933388112,0.039750316192907205,1.7008616737257398e-13,25.02457399862867,0.9975237155477024,1.000050765806394,0.11536827090436769,47.29052015697208,0.21495690980441853,0.002476284452297639,5.076580639395978e-05,0.0022858010328901286,4.686074436365518e-05
B,Observed-power smoothing,3,h1_fold3_seg4,2025-06-08 22:30:00,2025-06-09 13:00:00,30,0.625,0.39281849653231815,0.6110200303321943,46.024766132238184,0.2092034824192645,0.009260906972939029,0.04730573293196243,0.018632890682962706,0.0572307142813179,1.7319479184152442e-13,25.039694074725883,0.9979989112884579,1.0000301395217417,0.21820153379987617,73.6396258115811,0.3347255718708232,0.0020010887115421427,3.013952174168999e-05,0.0032017419384674285,4.8223234786703983e-05
B,Observed-power smoothing,3,h1_fold3_seg5,2025-06-10 02:30:00,2025-06-12 16:30:00,125,2.6041666666666665,0.46610203796020916,0.5332769248848968,26.259503075140366,0.11936137761427437,0.0022442487068979407,0.009117952575644982,0.0015753153767589182,0.005753743160762727,1.8187534811531236e-13,25.033660152852523,0.9963365485948482,1.000120085133985,0.0671748869246876,10.0836491808539,0.045834769003881365,0.0036634514051517852,0.0001200851339850928,0.0014067653395782856,4.611269145027564e-05
B,Observed-power smoothing,3,h1_fold3_seg6,2025-06-13 06:00:00,2025-06-13 20:00:00,29,0.6041666666666666,0.38753260397588113,0.5979216431809944,104.78383573650605,0.476290162438664,0.03249190832050298,0.1492855375335722,0.03320328649862298,0.1718331317083102,1.5631940186722204e-13,25.16145594655097,0.9977980063707494,1.0000320592232097,0.21038903920511326,173.4353143224928,0.7883423378295129,0.0022019936292505538,3.205922320970167e-05,0.0036446791104836752,5.30635418643338e-05
B,Observed-power smoothing,3,h1_fold3_seg7,2025-06-14 10:00:00,2025-06-15 12:00:00,53,1.1041666666666667,0.3440816801686198,0.6561840854431545,108.81792195733433,0.49462691798788333,0.017323143594437058,0.06762295095869059,0.020007189838610745,0.08945055607929286,1.7363888105137448e-13,25.100269372473477,0.9972213306711072,1.0000547396499748,0.31210240527453476,98.55208026324618,0.44796400119657354,0.0027786693288928133,5.473964997482206e-05,0.002516530712959529,4.957553205266903e-05
