scenario,scenario_name,smoothing_window_min,smoothing_window_label,horizon_steps,horizon_hours,horizon_label,fold_id,n_samples,mean_p_wec_kw,mean_p_grid_kw,raw_energy_kwh,grid_energy_kwh,grid_to_raw_energy_ratio,charge_energy_kwh,discharge_energy_kwh,net_balancing_energy_kwh,raw_ramp_p95_kw_per_step,grid_ramp_p95_kw_per_step,ramp_p95_reduction_percent,raw_ramp_max_kw_per_step,grid_ramp_max_kw_per_step,ramp_max_reduction_percent,max_charge_power_kw,max_discharge_power_kw,storage_power_rating_kw,p95_abs_storage_power_kw,required_energy_kwh,required_energy_hours_at_mean_power,required_energy_hours_at_rated_power,throughput_kwh,equivalent_full_cycles,soc_min,soc_max,mean_storage_envelope_width_kw,possible_discharge_from_lower_bound_kw,possible_charge_from_upper_bound_kw
C,Forecast-informed smoothing,30,30 min,4,2.0,2 h,4,674,11.70920116768082,13.817453915378312,3946.0007935084363,4656.481969482491,1.1800509460471642,342.1810834220196,1052.6622593960742,-710.4811759740544,8.19739387956124,2.5704331195214842,68.64328886366668,39.103859107048415,11.064183126500915,71.70564906084522,42.547386372437835,23.194041814599764,42.547386372437835,11.732961247254742,207.76159997084332,17.743447823263725,0.8310463998833733,1394.8433428180938,3.356836256107582,0.0,1.0,31.129420781659025,20.37521614722982,20.37521614722983
C,Forecast-informed smoothing,30,30 min,4,2.0,2 h,5,710,13.785946639134242,15.044866052705519,4894.011056892656,5340.927448710459,1.091319040072125,469.58163895419455,916.4980307719993,-446.9163918178048,7.937374425960463,2.703996874748321,65.93335869472828,16.94809603391734,8.223486288430692,51.478406353295036,22.134239804969475,23.033913981177996,23.033913981177996,11.44712767072207,243.66134824502822,17.674618553458306,0.9746453929801129,1386.079669726194,2.8442748095039243,0.0,1.0,32.79571281955786,20.54191227431292,20.541912274312928
C,Forecast-informed smoothing,30,30 min,8,4.0,4 h,1,546,28.378820688265343,28.600264443320274,7747.418047896439,7807.872193026435,1.0078031345096203,1386.6135162448952,1447.0676613748913,-60.45414512999608,25.26984895714383,8.202759696400069,67.53934022197178,49.80735743747695,16.798584190237683,66.27288606643124,52.394010057086874,46.05649643416841,52.394010057086874,32.40791418458541,476.7734568280546,16.800326626158945,1.9070938273122182,2833.6811776197865,2.971727071880321,0.0,1.0,33.20391312885932,17.80467237831361,17.80467237831362
C,Forecast-informed smoothing,30,30 min,8,4.0,4 h,2,580,25.166334610173855,27.876339961771155,7298.237036950418,8084.1385889136345,1.1076837526630414,1045.315310868416,1831.216862831633,-785.9015519632169,25.30270103895771,8.128434042599107,67.87523185732609,49.80735743747695,16.495718171842093,66.88096092520242,52.09541799299476,46.1109056703762,52.09541799299476,31.674797357448202,481.90415115787204,19.148761971997914,1.9276166046314882,2876.5321737000486,2.9845480338658623,0.0,1.0,29.465156258873076,15.751653891865686,15.751653891865693
C,Forecast-informed smoothing,30,30 min,8,4.0,4 h,3,614,16.944292961249094,20.508459628877908,5201.897939103472,6296.097106065518,1.2103461428446687,702.681696463653,1796.880863425699,-1094.1991669620463,17.16028314148452,6.959060012696248,59.44670635490327,43.89123664191296,13.861339705560667,68.4188900425647,46.02207495951693,46.05955927305615,46.05955927305615,26.582140540746185,475.60952416197216,28.069009739720137,1.9024380966478887,2499.562559889352,2.627746536713706,0.0,1.0,33.50821540352481,20.489694123828386,20.489694123828386
C,Forecast-informed smoothing,30,30 min,8,4.0,4 h,4,649,11.293504861157043,14.298245931067534,3664.7423274454604,4639.780804631415,1.2660592178292691,406.52192567834015,1381.5604028642947,-975.0384771859545,8.165017096859465,2.75506446788334,66.25770117562854,39.103859107048415,14.276628129806774,63.49048800855199,38.81348490725457,20.115241691310523,38.81348490725457,13.42118401182361,308.1056329148206,27.281666471364545,1.2324225316592825,1788.0823285426345,2.90173586186425,0.0,1.0,38.08993730228124,25.551279934427903,25.55127993442791
C,Forecast-informed smoothing,30,30 min,8,4.0,4 h,5,683,13.617007517305527,15.028305686230748,4650.208067159838,5132.166391847801,1.103642314005602,612.8592825724556,1094.817607260418,-481.9583246879623,7.875546920972594,2.6021911744049797,66.95859728198253,16.94809603391734,6.641971205848037,60.80992701153094,32.453774385541934,20.17301422761804,32.453774385541934,13.436978883567896,342.8905033805087,25.18104678614133,1.3715620135220348,1707.6768898328737,2.4901198385448566,0.0,1.0,38.592468971104054,24.867073665432585,24.867073665432592
C,Forecast-informed smoothing,60,1 h,1,0.5,30 min,1,585,27.9071069367692,28.39774917838651,8162.828779004991,8306.341634678054,1.0175812649705678,868.4059244139742,1011.9187800870386,-143.51285567306445,25.128565227555114,5.373473129198111,78.6160766421087,53.94396315614402,9.291684874761138,82.77530175551655,37.45097897659309,36.71317492979575,37.45097897659309,22.719290786044873,195.78624185950048,7.015640937023858,0.7831449674380019,1880.3247045010128,4.8019837518776365,0.0,1.0,24.409277564127308,21.338731691266013,20.72672495838556
C,Forecast-informed smoothing,60,1 h,1,0.5,30 min,2,621,26.343519779425765,27.445439229484688,8179.6628915117,8521.808880754996,1.0418288618713556,820.2555373957827,1162.401526639078,-342.14598924329533,25.411312570641304,5.245158864098148,79.3589612912869,53.94396315614402,9.405546417544475,82.56422801135402,37.957336504123376,36.656543923428025,37.957336504123376,22.67407374880826,196.6824983400388,7.466067556152744,0.7867299933601551,1982.6570640348605,5.040247812510244,0.0,1.0,18.770437522492063,18.43140383299717,17.59709407867261
C,Forecast-informed smoothing,60,1 h,1,0.5,30 min,3,658,19.1343689730475,20.695391699381123,6295.207392132628,6808.783869096389,1.0815821378030528,629.8820198404653,1143.4584968042261,-513.5764769637608,21.923185125293163,4.748003153049703,78.34254864922958,53.94396315614402,8.435876058229553,84.36177921556967,40.90551267413673,28.445726642147903,40.90551267413673,19.540816870055448,193.67714899055753,10.121951200134658,0.7747085959622301,1773.3405166446917,4.578084007037786,0.0,1.0,19.009919060490873,19.67871377230105,18.84371506292095
C,Forecast-informed smoothing,60,1 h,1,0.5,30 min,4,694,12.088819913508187,13.58607345684027,4194.820509987341,4714.367489523574,1.1238544005158877,300.5195779136539,820.0665574498864,-519.5469795362326,8.864109992895042,2.4683240626432905,72.1537293126805,39.103859107048415,7.62174793224947,80.5089622704894,41.043678286616405,27.902477818298422,41.043678286616405,10.369374535778297,144.54717138126458,11.957095267814015,0.5781886855250583,1120.5861353635405,3.8761953093078128,0.0,1.0,24.710501996619097,21.141506432793793,22.45929640090123
C,Forecast-informed smoothing,60,1 h,1,0.5,30 min,5,731,14.124075755178707,15.122824548065083,5162.349688517817,5527.392372317788,1.0707125060923137,390.3199687779306,755.3626525779018,-365.0426837999713,8.528866758169169,2.4441262445965792,71.34289567537759,39.103859107048415,7.641648388386308,80.4580709861219,41.16309477681778,27.813413324064946,41.16309477681778,9.717824369292924,196.2418487469494,13.894137368598843,0.7849673949877976,1145.6826213558325,2.9190578581257944,0.0,1.0,25.97930693968438,20.379509056029406,22.51926170849434
C,Forecast-informed smoothing,60,1 h,2,1.0,1 h,1,579,28.085682320384553,28.52461177148911,8130.805031751328,8257.875107846097,1.015628228151893,956.3048839627951,1083.374960057565,-127.07007609476985,25.17846674348084,5.068553125938504,79.86949254068124,53.94396315614402,9.035256411128362,83.2506625718706,41.46626317527676,35.9883689833283,41.46626317527676,23.848157159710112,243.94055281078343,8.685583993582798,0.9757622112431337,2039.67984402036,4.180690378287516,0.0,1.0,26.468679403678745,20.84891904562418,21.006758515298394
C,Forecast-informed smoothing,60,1 h,2,1.0,1 h,2,615,26.27325952483117,27.497649970095026,8079.027303885585,8455.52736580422,1.046602152432083,878.266716310047,1254.7667782286817,-376.5000619186347,25.73378774883129,5.119151247539352,80.10727648217336,53.94396315614402,9.230744618685662,82.88827131227508,42.11014057193869,35.79240302838447,42.11014057193869,23.541264797874284,244.74662664923844,9.315426828480321,0.9789865065969537,2133.0334945387285,4.357636147516164,0.0,1.0,19.3327666581019,17.265425272977367,17.252628063003066
C,Forecast-informed smoothing,60,1 h,2,1.0,1 h,3,652,18.86733113443405,20.73465638710196,6150.7499498255,6759.497982195239,1.0989713510280172,651.6817821518009,1260.4298145215403,-608.7480323697396,21.510991383155098,4.490264960083947,79.12571819632544,53.94396315614402,7.394681534285127,86.29192016745084,42.158000841769336,35.64356863181202,42.158000841769336,20.638029788755517,241.39896710208416,12.794547643334466,0.9655958684083367,1912.1115966733414,3.960480070871092,0.0,1.0,21.371637424704144,19.22871371250477,19.671935472994484
C,Forecast-informed smoothing,60,1 h,2,1.0,1 h,4,688,11.953021623816433,13.786161962736863,4111.839438592853,4742.439715181481,1.1533620867269152,319.96151128947577,950.5617878781038,-630.600276588628,8.372214395640778,2.3458491836632147,71.98054095599075,39.103859107048415,6.948520161797781,82.23060250197834,40.27089428941128,30.291825845007573,40.27089428941128,10.727238735112026,178.9122795448987,14.967954143780299,0.7156491181795948,1270.5232991675796,3.5506878074535324,0.0,1.0,25.961799226155403,21.159386238942755,22.07280720024778
C,Forecast-informed smoothing,60,1 h,2,1.0,1 h,5,724,14.02406740867366,15.203225965435326,5076.712401939865,5503.567799487588,1.0840810673822328,431.6186447668188,858.4740423145411,-426.8553975477223,8.369554728099958,2.3450348692783494,71.98136644706886,24.58288581287712,6.9740641834685135,71.63040890904952,39.35822491008827,30.17937629664958,39.35822491008827,10.57721449030174,230.54351164839093,16.43913316516173,0.9221740465935637,1290.09268708136,2.7979375300071783,0.0,1.0,26.98198114165523,20.487337914705183,21.957711411817755
C,Forecast-informed smoothing,60,1 h,4,2.0,2 h,1,568,28.07821019893853,28.465446307338375,7974.211696498543,8084.186751284099,1.0137913387518727,1123.223840184427,1233.1988949699821,-109.97505478555524,25.26574244691709,5.09134133711311,79.84883544265546,49.80735743747695,9.984884574263432,79.95299271438475,45.97146086110488,36.4292010480071,45.97146086110488,26.752422648500975,330.3045447096425,11.763732174144396,1.3212181788385702,2356.4227351544096,3.5670455839865087,0.0,1.0,27.596701300953246,21.889462830030897,20.925605315982253
C,Forecast-informed smoothing,60,1 h,4,2.0,2 h,2,604,26.001663502255777,27.63128000611056,7852.502377681245,8344.64656184539,1.0626735479333238,973.7962591885663,1465.9404433527106,-492.14418416414446,25.59161633407483,5.471268858033545,78.62085463219204,49.80735743747695,10.410205087298834,79.0990616188246,45.645970680582266,36.991962565076605,45.645970680582266,26.498440073130908,333.47610522625257,12.825183480946203,1.3339044209050104,2439.736702541277,3.65803825867223,0.0,1.0,22.385501554492908,19.307733954076113,18.33526819800005
C,Forecast-informed smoothing,60,1 h,4,2.0,2 h,3,639,18.14305955757216,20.616569328687113,5796.707528644305,6586.993900515533,1.1363336631986425,672.6540783680563,1462.940450239284,-790.2863718712276,19.63924495321055,4.741523438962675,75.85689546487606,43.89123664191296,8.876348426380702,79.77649046710972,41.655828050645844,36.82100058731058,41.655828050645844,23.07622609221164,329.7766940747923,18.17646538767808,1.3191067762991693,2135.59452860734,3.2379403502101245,0.0,1.0,26.097212096861416,22.435933688627863,22.09304322337252
C,Forecast-informed smoothing,60,1 h,4,2.0,2 h,4,674,11.70920116768082,13.840021566324005,3946.0007935084363,4664.08726785119,1.1819782893921555,360.56145194328894,1078.647926286042,-718.0864743427533,8.19739387956124,2.3444653149481818,71.39986989287299,39.103859107048415,7.103123736647277,81.83523596174437,42.04607751935919,22.074291239269712,42.04607751935919,11.990640031606908,207.29619714620145,17.703701061894005,0.8291847885848058,1439.2093782293312,3.4713839376761175,0.0,1.0,31.129420781659025,25.601441010624626,25.907307710480282
C,Forecast-informed smoothing,60,1 h,4,2.0,2 h,5,710,13.785946639134242,15.047925460828733,4894.011056892656,5342.0135385942,1.0915409623095527,492.4638473404914,940.4663290420364,-448.00248170154504,7.937374425960463,2.2460621648272507,71.70270615581467,16.94809603391734,4.786986851505183,71.75501695337792,23.76109808909301,21.903561322105944,23.76109808909301,11.608291497682378,240.42769138675004,17.44005672445058,0.9617107655470002,1432.9301763825276,2.9799607693223815,0.0,1.0,32.79571281955786,24.65365541852826,23.6154546423613
C,Forecast-informed smoothing,60,1 h,8,4.0,4 h,1,546,28.378820688265343,28.561703674066234,7747.418047896439,7797.345103020082,1.0064443476284592,1410.271696800074,1460.1987519237173,-49.9270551236433,25.26984895714383,5.271520218828314,79.13909090723692,49.80735743747695,9.88661506423189,80.15029189885745,54.602428683781085,48.119106485209244,54.602428683781085,32.510027514220404,487.95268929876005,17.194255344815254,1.9518107571950403,2870.4704487237914,2.9413409452143435,0.0,1.0,33.20391312885932,24.067455655316074,26.20396447343245
C,Forecast-informed smoothing,60,1 h,8,4.0,4 h,2,580,25.166334610173855,27.885842796076304,7298.237036950418,8086.894410862128,1.1080613537103272,1059.4525111688047,1848.1098850805142,-788.6573739117096,25.30270103895771,5.451464451178925,78.45500983161644,49.80735743747695,9.816639037713458,80.29078525188521,54.366622786948945,48.155698163459064,54.366622786948945,32.20786624069922,493.01649572017465,19.590317913076845,1.9720659828806986,2907.562396249319,2.9487475789244058,0.0,1.0,29.465156258873076,21.96621550880125,23.999512977786722
C,Forecast-informed smoothing,60,1 h,8,4.0,4 h,3,614,16.944292961249094,20.528485782069215,5201.897939103472,6302.245135095249,1.2115280247465636,710.0610701478282,1810.4082661396042,-1100.347195991776,17.16028314148452,4.794417825195593,72.06096318069942,43.89123664191296,9.546989250587679,78.24852981820295,46.58226845282792,48.656379463914064,48.656379463914064,26.24564245229615,486.8918170275805,28.73485592707127,1.947567268110322,2520.4693362874327,2.5883258335235673,0.0,1.0,33.50821540352481,26.85324549172246,27.420363976608712
C,Forecast-informed smoothing,60,1 h,8,4.0,4 h,4,649,11.293504861157043,14.305802899283542,3664.7423274454604,4642.233040817509,1.2667283606958029,417.6603545354403,1395.1510679074895,-977.490713372049,8.165017096859465,2.0145622444503566,75.32690721216954,39.103859107048415,9.610982542354975,75.4219078069903,33.94594995119017,23.648191074776037,33.94594995119017,13.719799817191964,307.6149199579388,27.238215570788096,1.2304596798317553,1812.8114224429298,2.946559651090398,0.0,1.0,38.08993730228124,30.4188148904923,32.68959399933128
C,Forecast-informed smoothing,60,1 h,8,4.0,4 h,5,683,13.617007517305527,15.020403070992336,4650.208067159838,5129.467648743883,1.1030619651126186,629.4625387269689,1108.722120311014,-479.2595815840451,7.875546920972594,2.136082516615333,72.8770263443299,16.94809603391734,4.921259484761514,70.96275903256122,32.75991266725621,19.962976767057135,32.75991266725621,14.249756314071043,341.5786019497731,25.084703927472248,1.3663144077990923,1738.184659037983,2.544340671687584,0.0,1.0,38.592468971104054,27.507651073901528,28.188059268356596
