scenario,scenario_name,smoothing_window_min,smoothing_window_label,horizon_steps,horizon_hours,horizon_label,fold_id,n_samples,mean_p_wec_kw,mean_p_grid_kw,raw_energy_kwh,grid_energy_kwh,grid_to_raw_energy_ratio,charge_energy_kwh,discharge_energy_kwh,net_balancing_energy_kwh,raw_ramp_p95_kw_per_step,grid_ramp_p95_kw_per_step,ramp_p95_reduction_percent,raw_ramp_max_kw_per_step,grid_ramp_max_kw_per_step,ramp_max_reduction_percent,max_charge_power_kw,max_discharge_power_kw,storage_power_rating_kw,p95_abs_storage_power_kw,required_energy_kwh,required_energy_hours_at_mean_power,required_energy_hours_at_rated_power,throughput_kwh,equivalent_full_cycles,soc_min,soc_max,mean_storage_envelope_width_kw,possible_discharge_from_lower_bound_kw,possible_charge_from_upper_bound_kw
C,Forecast-informed smoothing,120,2 h,4,2.0,2 h,3.0,639.0,19.543616213116305,21.146571886616506,6092.686690645037,6612.975435863091,1.098872827019374,770.561396389503,1290.8501416075565,-520.2887452180537,17.326274407944833,3.0004101603045505,80.70820106679439,39.91158133156652,5.427982563453727,85.20110444299848,39.947168649913856,32.34892229990335,39.947168649913856,21.160650848107654,304.99435872235466,16.30509957288134,1.2199774348894186,2061.4115379970594,3.3923916701806447,0.0,1.0,28.00090971070489,26.35597589112436,27.226847737881723
C,Forecast-informed smoothing,120,2 h,8,4.0,4 h,3.0,614.4,19.07999212763017,21.247375730928983,5712.500683711126,6387.8545400324165,1.1385856948822177,882.7216641246747,1558.0755204459654,-675.3538563212908,16.754679431083623,2.9315967990240206,80.94420389353903,39.91158133156652,5.3753264788225765,85.45996099204001,46.09200451498801,35.54555052761036,46.09200451498801,24.422160644037877,438.3343361928604,24.243960423681536,1.7533373447714418,2440.79718457064,2.792946760429461,0.0,1.0,34.5719382129285,30.217263748502866,31.940036321817104
C,Forecast-informed smoothing,240,4 h,1,0.5,30 min,3.0,657.8,19.91957827158587,21.131930047190004,6398.973852230895,6803.237906638239,1.0718484086671647,745.0708595686433,1149.334913975987,-404.2640544073438,17.97120793491076,2.2912753401433927,85.50522282536981,48.007921536505776,6.415023975691762,87.14906636699293,40.70398862401361,29.33793680003681,40.70398862401361,20.1984186436405,237.76210336813853,12.281406022817462,0.9510484134725541,1894.4057735446302,4.0381274687901865,0.0,1.0,22.575888616682743,28.107935493075217,28.658534741155357
C,Forecast-informed smoothing,240,4 h,2,1.0,1 h,3.0,651.6,19.840672402427973,21.22293990365251,6309.826825199026,6768.1767632376595,1.084028827103499,793.5196905547019,1251.8696285933343,-458.34993803863244,17.833002999841593,2.3132698657427744,85.20563562217177,45.10372687767152,5.2516358324749195,88.27350145560042,40.54054078632214,32.0724388422284,40.54054078632214,21.420623140197268,277.34973570129597,14.475392225253355,1.1093989428051838,2045.389319148036,3.7314120722075046,0.0,1.0,24.023372770859083,28.582641093768792,30.152046252825876
C,Forecast-informed smoothing,240,4 h,4,2.0,2 h,3.0,639.0,19.543616213116305,21.155238871892497,6092.686690645037,6616.346538825511,1.0997727884590796,857.5578317392844,1381.217679919758,-523.6598481804737,17.326274407944833,2.2688843348475283,84.97481338359111,39.91158133156652,4.851726839689071,86.84734246888563,41.30322831431858,34.38985121056364,41.72795875108953,23.084374305680562,342.1049427276432,18.061219704604863,1.3684197709105728,2238.7755116590424,3.331339066288045,0.0,1.0,28.00090971070489,30.64415419907956,33.94913890361614
C,Forecast-informed smoothing,240,4 h,8,4.0,4 h,3.0,614.4,19.07999212763017,21.213870302731898,5712.500683711126,6377.865920352368,1.1369110676325667,946.1435828161837,1611.5088194574262,-665.3652366412426,16.754679431083623,2.1090459623490125,85.91431898808904,39.91158133156652,4.206299715580007,88.54564826784912,46.144289998931036,37.436623579369105,46.628153289962995,26.07894491255879,470.3153494509661,25.71027497659553,1.8812613978038644,2557.6524022736103,2.7600108011166333,0.0,1.0,34.5719382129285,34.38576398684724,37.357301891954336
D,Uncertainty-aware smoothing,30,30 min,1,0.5,30 min,3.0,657.8,19.91957827158587,11.6039725068059,6398.973852230895,3677.624122837756,0.5438174251912077,2828.13160420857,106.78187481543105,2721.349729393139,17.97120793491076,5.669822796871083,67.83765730945848,48.007921536505776,15.475290930411976,67.53347308290901,53.35095599042688,16.77512298594651,53.35095599042688,24.87438373626143,1248.265732586569,77.41196952801093,4.993062930346277,2934.9134790240014,1.4405689008166083,0.0,1.0,22.575888616682743,0.0,26.29567203197194
D,Uncertainty-aware smoothing,30,30 min,2,1.0,1 h,3.0,651.6,19.840672402427973,11.082951024138675,6309.826825199026,3475.8025082670392,0.5196050803923896,2932.866088901944,98.84177196995675,2834.0243169319874,17.833002999841593,5.023250369642623,70.62301013179687,45.10372687767152,12.839670224342862,69.69073047606427,57.10691231886064,20.433234587413594,57.10691231886064,26.69504321418902,1302.75854350865,81.00810777157639,5.2110341740346,3031.707860871901,1.4114144510775664,0.0,1.0,24.023372770859083,0.0,27.950184924991458
D,Uncertainty-aware smoothing,30,30 min,4,2.0,2 h,3.0,639.0,19.543616213116305,9.736573916277383,6092.686690645037,2971.1345741729124,0.4472907279142505,3244.832760746948,123.2806442748235,3121.552116472124,17.326274407944833,5.293328003421701,69.1538896325088,39.91158133156652,12.404262794614516,66.74855274754763,56.414061395797056,12.877258916793812,56.414061395797056,30.974700377653154,1482.7031596292152,94.08385936101199,5.93081263851686,3368.113405021771,1.3859356702497037,0.0,1.0,28.00090971070489,0.0,33.27337464608287
D,Uncertainty-aware smoothing,30,30 min,8,4.0,4 h,3.0,614.4,19.07999212763017,7.583259716098648,5712.500683711126,2205.28876550633,0.34429237990917716,3634.8780041093532,127.66608590455742,3507.211918204796,16.754679431083623,5.468271828552838,68.32629939633453,39.91158133156652,13.61484828065905,65.17463041085627,65.24862725925264,16.836188196718616,65.24862725925264,37.707514015785186,1688.8432135749142,108.0398171653455,6.755372854299658,3762.54409001391,1.3118888579308146,0.0,1.0,34.5719382129285,0.0,41.78574959754727
D,Uncertainty-aware smoothing,60,1 h,1,0.5,30 min,3.0,657.8,19.91957827158587,11.622076876751027,6398.973852230895,3683.6283402812683,0.5448231508866279,2823.5478702202026,108.20235827057567,2715.3455119496275,17.97120793491076,4.041223209768634,76.13275855368083,48.007921536505776,8.479300734234187,82.13366844781032,52.851956259643444,18.35843131156105,52.851956259643444,24.668541769750767,1251.1854484468008,77.51611913593513,5.004741793787203,2931.7502284907787,1.4311845581310727,0.0,1.0,22.575888616682743,7.046136941091518,33.5770544578609
D,Uncertainty-aware smoothing,60,1 h,2,1.0,1 h,3.0,651.6,19.840672402427973,11.10171661192264,6309.826825199026,3481.9727668946334,0.5206560742910743,2938.4637960069654,110.60973770257196,2827.854058304393,17.833002999841593,3.8579497055130725,76.80190501345626,45.10372687767152,7.916653381873087,81.25837309252488,55.04779722019259,19.60401609454067,55.04779722019259,27.551434886097546,1305.3312010643263,81.09373142489115,5.221324804257304,3049.073533709537,1.416069208325605,0.0,1.0,24.023372770859083,5.82286397445513,34.36746059516802
D,Uncertainty-aware smoothing,60,1 h,4,2.0,2 h,3.0,639.0,19.543616213116305,9.755424261680776,6092.686690645037,2977.213652595186,0.44837050522829414,3241.3071886667467,125.83415061689598,3115.4730380498504,17.326274407944833,3.9472141576874145,75.87494672648843,39.91158133156652,8.232309735219081,78.48375954308828,56.452774363198465,14.207316029312562,56.452774363198465,31.43006391184025,1484.951388214411,94.1547175175699,5.939805552857645,3367.141339283643,1.3811110047912767,0.0,1.0,28.00090971070489,6.140958057336128,38.8120231410807
D,Uncertainty-aware smoothing,60,1 h,8,4.0,4 h,3.0,614.4,19.07999212763017,7.581082417636293,5712.500683711126,2204.8528947934806,0.34433116494903837,3641.2454414180916,133.59765250044745,3507.6477889176444,16.754679431083623,3.721413798780561,78.1418212354052,39.91158133156652,8.756497075929904,77.01485476169943,65.34431130717448,18.17703274371494,65.34431130717448,37.582550478525754,1694.6548761270365,108.27632442861955,6.778619504508147,3774.8430939185396,1.30868874197016,0.0,1.0,34.5719382129285,5.269801725273095,48.59317373787678
D,Uncertainty-aware smoothing,120,2 h,1,0.5,30 min,3.0,657.8,19.91957827158587,11.65602245080533,6398.973852230895,3694.880655576041,0.5467149145180977,2835.6472539367614,131.5540572819081,2704.0931966548537,17.97120793491076,3.0435186465576995,81.27673324731481,48.007921536505776,6.741857433887569,86.31325766253467,53.60260726164972,17.614980472411325,53.60260726164972,26.206069710837046,1257.0881827741832,77.72853182792026,5.028352731096733,2967.2013112186696,1.439894039185938,0.0,1.0,22.575888616682743,9.99006592069972,36.90602605186486
D,Uncertainty-aware smoothing,120,2 h,2,1.0,1 h,3.0,651.6,19.840672402427973,11.136740789680047,6309.826825199026,3493.3615259056887,0.522548800821482,2950.953104783493,134.48780549015552,2816.465299293338,17.833002999841593,3.0080622392969647,81.03078496957963,45.10372687767152,5.551209452900599,87.34742730956069,55.23369733504917,15.908712367541904,55.23369733504917,28.421783077767333,1310.8039139412035,81.2906960256586,5.243215655764815,3085.4409102736486,1.4269030516981713,0.0,1.0,24.023372770859083,9.26302522519379,37.591447865739994
D,Uncertainty-aware smoothing,120,2 h,4,2.0,2 h,3.0,639.0,19.543616213116305,9.782344987261085,6092.686690645037,2985.9603530290788,0.4499500346991131,3252.5417716603515,145.8154340443934,3106.726337615958,17.326274407944833,2.947059339915849,81.20644168858016,39.91158133156652,5.427982563453731,85.20110444299846,56.58385597295528,15.712234976861925,56.58385597295528,31.79943779005717,1494.5593809052189,94.55878122489204,5.978237523620875,3398.357205704745,1.3808347652556734,0.0,1.0,28.00090971070489,9.719288568082934,43.863535060923155
D,Uncertainty-aware smoothing,120,2 h,8,4.0,4 h,3.0,614.4,19.07999212763017,7.571508209979728,5712.500683711126,2202.249031669686,0.3439934217799035,3657.546797042795,147.29514500135534,3510.25165204144,16.754679431083623,2.7701742556922038,82.92143891631505,39.91158133156652,5.375326478822581,85.45996099203998,66.98487931376164,16.450948525243998,66.98487931376164,38.2680698319672,1705.8840896084105,108.73896107030912,6.823536358433641,3804.8419420441505,1.3051613572551874,0.0,1.0,34.5719382129285,9.324388949729236,52.83291112059074
D,Uncertainty-aware smoothing,240,4 h,1,0.5,30 min,3.0,657.8,19.91957827158587,11.712144501652702,6398.973852230895,3713.5545017821787,0.5499091119126375,2864.5237154894057,179.10436504068883,2685.419350448717,17.97120793491076,2.285208005761147,85.57572700173392,48.007921536505776,6.415023975691765,87.14906636699293,53.85182463999958,16.19010078405085,53.85182463999958,27.917156415884154,1277.2637824001808,78.58837363047272,5.109055129600724,3043.628080530095,1.445789846769451,0.0,1.0,22.575888616682743,14.960099477089255,41.788258334966294
